,price,event_date,product_content_id,sold_count,visit_count,favored_count,basket_count,category_sold,category_brand_sold,category_visits,ty_visits,category_basket,category_favored,w_day,Month,weeknumber
93,81.0243662,18/03/2021,85004,71,2868,522,373,337,29151,3472,105059702,177126,21742,Thu,Mar,11
94,79.009,17/03/2021,85004,80,2987,675,364,389,27717,3646,104892643,181030,21843,Wed,Mar,11
95,77.08395833,16/03/2021,85004,96,3075,508,385,519,27209,3858,103685376,185976,22373,Tue,Mar,11
96,77.74491803,15/03/2021,85004,61,2559,438,329,581,30221,4264,86190389,176052,22098,Mon,Mar,11
97,78.31594203,14/03/2021,85004,69,1749,548,241,568,32251,3860,61012743,118772,16029,Sun,Mar,11
98,78.4,13/03/2021,85004,59,2718,389,420,443,23551,3463,100196287,180968,26884,Sat,Mar,11
99,80.18681319,12/03/2021,85004,91,4208,777,589,735,37275,6414,110853705,265957,40930,Fri,Mar,11
100,80.07313253,11/03/2021,85004,166,5551,1115,796,1470,58112,11221,152432376,376693,58393,Thu,Mar,10
101,79.9650641,10/03/2021,85004,156,5328,1063,769,1437,61108,10389,153873907,396316,61895,Wed,Mar,10
102,80.1510241,09/03/2021,85004,166,5784,1062,944,1586,54235,10018,174266044,370706,60649,Tue,Mar,10
103,80.02333333,08/03/2021,85004,90,3884,743,548,682,39282,5271,122712510,248132,35546,Mon,Mar,10
104,80.44722222,07/03/2021,85004,72,3395,726,495,376,37138,3563,110497542,208724,24129,Sun,Mar,10
105,80.05692308,06/03/2021,85004,65,3452,825,424,342,30097,3030,97036517,181050,21010,Sat,Mar,10
106,80.3615873,05/03/2021,85004,63,3184,723,402,342,24748,2929,87075554,161997,19584,Fri,Mar,10
107,80.25211268,04/03/2021,85004,71,2891,493,413,421,23158,3085,87683863,165465,19674,Thu,Mar,9
108,80.31315789,03/03/2021,85004,76,2971,521,460,439,29906,3352,92090829,187693,21599,Wed,Mar,9
109,80.70207317,02/03/2021,85004,82,3113,547,428,593,31116,3884,95133461,207088,23661,Tue,Mar,9
110,81.28364706,01/03/2021,85004,85,4026,691,536,588,30880,4124,97043337,205502,24924,Mon,Mar,9
111,86.75113924,28/02/2021,85004,79,4598,868,627,360,35957,3751,123215564,212836,24223,Sun,Feb,9
112,82.58231707,27/02/2021,85004,82,3801,756,552,292,30628,3344,113771691,187852,22339,Sat,Feb,9
113,83.276,26/02/2021,85004,60,3259,681,394,277,27963,2873,87916264,163020,18937,Fri,Feb,9
114,83.89833333,25/02/2021,85004,60,3354,607,442,261,24781,3068,93694883,166584,20974,Thu,Feb,8
115,81.8736,24/02/2021,85004,75,3219,556,468,331,26964,3736,101408186,181376,23888,Wed,Feb,8
116,81.8033871,23/02/2021,85004,62,3892,647,470,306,28292,3795,95066903,194734,25627,Tue,Feb,8
117,81.7488764,22/02/2021,85004,89,4023,665,583,451,28448,4059,97780577,201552,25530,Mon,Feb,8
118,80.40437956,21/02/2021,85004,137,5768,1712,766,650,44555,5014,125945228,257172,31169,Sun,Feb,8
119,81.13242718,20/02/2021,85004,103,4225,734,612,452,36482,4598,125877548,237964,29833,Sat,Feb,8
120,81.17905405,19/02/2021,85004,74,3383,648,482,331,28224,3552,93850317,186573,23426,Fri,Feb,8
121,80.9,18/02/2021,85004,77,3769,1218,482,319,31008,3327,93872079,190741,23125,Thu,Feb,7
122,81.30759036,17/02/2021,85004,83,3155,577,450,366,31728,3868,100772671,207751,25725,Wed,Feb,7
123,81.6161194,16/02/2021,85004,67,2813,515,403,354,31482,3854,98064731,188343,23752,Tue,Feb,7
124,82.79583333,15/02/2021,85004,96,3019,543,471,411,29284,4212,93274705,182772,23793,Mon,Feb,7
125,80.27093333,14/02/2021,85004,75,3425,928,432,524,37206,4808,107936091,222571,28905,Sun,Feb,7
126,80.45905882,13/02/2021,85004,85,3998,844,502,558,39080,5376,111864783,247745,32745,Sat,Feb,7
127,80.4825,12/02/2021,85004,72,3487,642,591,510,36922,5120,92757545,244258,33588,Fri,Feb,7
128,82.33234043,11/02/2021,85004,47,2649,471,344,377,28167,4213,92973986,194752,25147,Thu,Feb,6
129,85.53716981,10/02/2021,85004,53,2528,419,290,398,31565,4313,94964496,200206,25778,Wed,Feb,6
130,83.62066667,09/02/2021,85004,75,3603,560,465,448,33206,4419,100305704,223436,26769,Tue,Feb,6
131,84.13692308,08/02/2021,85004,65,4042,1064,445,336,28221,3652,96652425,198593,21222,Mon,Feb,6
132,88.08415385,07/02/2021,85004,65,4353,821,531,353,37270,4146,118459567,245949,27162,Sun,Feb,6
133,84.45044444,06/02/2021,85004,90,4127,762,489,441,29889,4351,116898269,226125,27361,Sat,Feb,6
134,83.95277778,05/02/2021,85004,72,3618,696,428,546,35173,6241,108289415,254459,35612,Fri,Feb,6
135,81.16268519,04/02/2021,85004,108,4709,800,654,793,48036,8628,135950747,310651,43485,Thu,Feb,5
136,80.67745098,03/02/2021,85004,102,4713,605,674,1159,50171,9081,150939699,331926,46567,Wed,Feb,5
137,77.21810427,02/02/2021,85004,211,5774,990,1001,1188,53464,9598,152633366,319730,44325,Tue,Feb,5
138,73.1059375,01/02/2021,85004,128,4062,1003,579,449,33977,4882,79282989,172540,21428,Mon,Feb,5
139,79.50021978,31/01/2021,85004,91,5026,1080,469,246,36665,3042,106299761,214710,19739,Sun,Jan,5
140,79.74710145,30/01/2021,85004,69,4221,823,410,244,31317,3256,106561192,199720,19958,Sat,Jan,5
141,78.38873239,29/01/2021,85004,71,0,696,377,276,24562,2619,1,0,14635,Fri,Jan,5
142,74.50743802,28/01/2021,85004,121,0,812,565,475,23899,3246,1,0,16008,Thu,Jan,4
143,68.28262548,27/01/2021,85004,259,0,1806,964,1482,37736,5517,1,0,23591,Wed,Jan,4
144,79.63059701,26/01/2021,85004,67,0,846,293,282,27161,3225,1,0,15070,Tue,Jan,4
145,80.0278481,25/01/2021,85004,79,0,1096,293,322,30629,3419,1,0,15916,Mon,Jan,4
146,80.10146667,24/01/2021,85004,75,0,2593,398,345,36411,3967,1,0,19594,Sun,Jan,4
147,80.07183099,23/01/2021,85004,71,0,595,305,277,28531,3608,1,0,17818,Sat,Jan,4
148,80.12641509,22/01/2021,85004,53,0,624,233,243,24166,3068,1,0,15112,Fri,Jan,4
149,79.65283019,21/01/2021,85004,53,0,617,258,288,24987,3315,1,0,15816,Thu,Jan,3
150,79.71558442,20/01/2021,85004,77,0,1059,328,328,29801,3542,1,0,17932,Wed,Jan,3
151,79.5721519,19/01/2021,85004,79,0,1060,383,350,28958,3551,1,0,16900,Tue,Jan,3
152,72.09539474,18/01/2021,85004,152,0,1339,499,443,29758,3553,1,0,16966,Mon,Jan,3
153,68.15384615,17/01/2021,85004,234,0,1452,715,534,36519,4198,1,0,19909,Sun,Jan,3
154,67.95024876,16/01/2021,85004,201,0,1048,608,510,29554,4453,1,0,21341,Sat,Jan,3
155,67.98178082,15/01/2021,85004,219,0,732,585,552,25447,5400,1,0,21972,Fri,Jan,3
156,67.9,14/01/2021,85004,264,0,989,665,989,35020,6951,1,0,26933,Thu,Jan,2
157,67.89966887,13/01/2021,85004,302,0,2198,866,1134,43004,7258,1,0,28362,Wed,Jan,2
158,67.9784131,12/01/2021,85004,397,0,2882,1338,1374,52080,7953,1,0,33687,Tue,Jan,2
159,70.29455782,11/01/2021,85004,147,0,1140,653,679,43762,5237,1,0,25769,Mon,Jan,2
160,74.59883721,10/01/2021,85004,86,0,713,351,610,40703,4072,1,0,18927,Sun,Jan,2
161,75.14693878,09/01/2021,85004,49,0,507,217,618,30947,4097,1,0,19278,Sat,Jan,2
162,75.83081633,08/01/2021,85004,49,0,612,260,630,32310,3971,1,0,18595,Fri,Jan,2
163,76.50787879,07/01/2021,85004,66,0,635,315,827,30821,4610,1,0,19696,Thu,Jan,1
164,78.58410959,06/01/2021,85004,73,0,583,335,602,29522,4701,1,0,20562,Wed,Jan,1
165,85.75877193,05/01/2021,85004,57,0,962,320,349,33739,4014,1,0,18953,Tue,Jan,1
166,85.58192308,04/01/2021,85004,52,0,526,227,260,32208,3681,1,0,17665,Mon,Jan,1
167,84.90892857,03/01/2021,85004,56,0,923,297,297,45363,3802,1,0,20009,Sun,Jan,1
168,81.634,02/01/2021,85004,60,0,689,311,352,36301,3606,1,0,19317,Sat,Jan,1
169,83.79190476,01/01/2021,85004,42,0,429,207,201,21516,2768,1,0,15113,Fri,Jan,1
170,82.54,31/12/2020,85004,19,0,235,124,186,12984,2300,1,0,10279,Thu,Dec,53
171,73.55692308,30/12/2020,85004,65,0,415,268,238,22190,2933,1,0,14658,Wed,Dec,53
172,70.09607843,29/12/2020,85004,102,0,496,311,364,24931,3332,1,0,16713,Tue,Dec,52
173,72.00096774,28/12/2020,85004,62,0,468,283,362,26103,3178,1,0,15708,Mon,Dec,52
174,80.04612245,27/12/2020,85004,49,0,598,252,216,29048,3115,1,0,17582,Sun,Dec,52
175,81.04689655,26/12/2020,85004,29,0,330,167,197,24478,3117,1,0,16972,Sat,Dec,52
176,81.18882353,25/12/2020,85004,17,0,298,182,183,18517,2796,1,0,15845,Fri,Dec,52
177,79.28888889,24/12/2020,85004,45,0,277,225,376,26995,5094,1,0,22301,Thu,Dec,52
178,72.26734694,23/12/2020,85004,196,0,796,637,882,43428,8705,1,0,36062,Wed,Dec,52
179,72.09137931,22/12/2020,85004,116,0,772,404,914,45474,8820,1,0,36842,Tue,Dec,51
180,71.96208054,21/12/2020,85004,149,0,579,545,1164,56929,9902,1,0,44435,Mon,Dec,51
181,70.26780822,20/12/2020,85004,73,0,635,461,518,53032,5819,1,0,35681,Sun,Dec,51
182,70.29642857,19/12/2020,85004,84,0,636,400,368,36720,4011,1,0,22899,Sat,Dec,51
183,70.23518519,18/12/2020,85004,54,0,450,294,312,27866,2914,1,0,17106,Fri,Dec,51
184,73.42574074,17/12/2020,85004,54,0,371,263,321,23267,3088,1,0,16655,Thu,Dec,51
185,80.410625,16/12/2020,85004,48,0,311,227,330,27647,3505,1,0,19058,Wed,Dec,51
186,80.07147059,15/12/2020,85004,34,0,484,230,492,30327,3618,1,0,19270,Tue,Dec,50
187,77.43294118,14/12/2020,85004,34,0,382,209,390,24903,3087,1,0,15767,Mon,Dec,50
188,70.75945946,13/12/2020,85004,74,0,472,272,494,32655,4330,1,0,19748,Sun,Dec,50
189,70.0201087,12/12/2020,85004,92,0,424,286,449,32179,3930,1,0,19261,Sat,Dec,50
190,70.20897436,11/12/2020,85004,78,0,642,291,421,21993,2997,1,0,14547,Fri,Dec,50
191,69.9,10/12/2020,85004,96,0,767,334,431,26223,3221,1,0,14536,Thu,Dec,50
192,70.09047619,09/12/2020,85004,84,0,468,313,431,25512,3069,1,0,14386,Wed,Dec,50
193,70.28461538,08/12/2020,85004,78,0,657,349,438,26847,3196,1,0,14765,Tue,Dec,49
194,71.39241379,07/12/2020,85004,87,0,872,367,466,28122,3150,1,0,14794,Mon,Dec,49
195,81.065,06/12/2020,85004,40,0,953,272,273,31556,3297,1,0,15702,Sun,Dec,49
196,80.84791667,05/12/2020,85004,48,0,368,283,266,24006,3030,1,0,15549,Sat,Dec,49
197,73.72380952,04/12/2020,85004,63,0,383,345,287,17201,2447,1,0,13398,Fri,Dec,49
198,78.30588235,03/12/2020,85004,34,0,391,197,149,16847,2130,1,0,11761,Thu,Dec,49
199,76.80357143,02/12/2020,85004,42,0,362,181,159,16755,2229,1,0,11674,Wed,Dec,49
200,76.34807692,01/12/2020,85004,52,0,273,192,145,16020,2150,1,0,12423,Tue,Dec,48
201,74.16,30/11/2020,85004,50,0,287,188,144,16563,2414,1,0,13828,Mon,Nov,48
202,65.05384615,29/11/2020,85004,104,0,0,349,337,0,3412,1,0,19389,Sun,Nov,48
203,64.92881944,28/11/2020,85004,144,0,0,544,989,0,7810,1,0,35387,Sat,Nov,48
204,64.94880223,27/11/2020,85004,359,0,0,817,2498,0,18929,1,0,52648,Fri,Nov,48
205,64.91865306,26/11/2020,85004,245,0,0,623,1778,0,15298,1,0,48523,Thu,Nov,48
206,64.9,25/11/2020,85004,292,0,0,542,2356,0,17760,1,0,42384,Wed,Nov,48
207,65.86,24/11/2020,85004,125,0,0,519,1044,0,7527,1,0,33145,Tue,Nov,47
208,79.9,23/11/2020,85004,21,0,0,197,318,0,2321,1,0,15635,Mon,Nov,47
209,79.93548387,22/11/2020,85004,31,0,0,187,115,0,1789,1,0,13591,Sun,Nov,47
210,76.54807692,21/11/2020,85004,26,0,0,170,103,0,1726,1,0,13322,Sat,Nov,47
211,77.33333333,20/11/2020,85004,18,0,0,131,91,0,1779,1,0,11391,Fri,Nov,47
212,80.0628125,19/11/2020,85004,32,0,0,176,131,0,1931,1,0,11725,Thu,Nov,47
213,79.94230769,18/11/2020,85004,26,0,0,154,132,0,1947,1,0,11840,Wed,Nov,47
214,80.22258065,17/11/2020,85004,31,0,0,170,129,0,1891,1,0,10553,Tue,Nov,46
215,79.97166667,16/11/2020,85004,36,0,0,125,155,0,2058,1,0,11242,Mon,Nov,46
216,78.54967742,15/11/2020,85004,31,0,0,145,163,0,2093,1,0,12982,Sun,Nov,46
217,72.18741379,14/11/2020,85004,58,0,0,239,171,0,2342,1,0,16505,Sat,Nov,46
218,72.75124031,13/11/2020,85004,129,0,0,453,317,0,6084,1,0,33500,Fri,Nov,46
219,72.07527378,12/11/2020,85004,347,0,0,619,1190,0,14142,1,0,36063,Thu,Nov,46
220,72.08664653,11/11/2020,85004,331,0,0,828,2174,0,15852,1,0,48517,Wed,Nov,46
221,71.90591146,10/11/2020,85004,384,0,0,1021,1683,0,15120,1,0,50551,Tue,Nov,45
222,73.01024609,09/11/2020,85004,447,0,0,882,2902,0,22380,1,0,50379,Mon,Nov,45
223,72.51315152,08/11/2020,85004,165,0,0,891,1173,0,7199,1,0,45788,Sun,Nov,45
224,68.58571429,07/11/2020,85004,35,0,0,252,257,0,1995,1,0,16011,Sat,Nov,45
225,69.01179487,06/11/2020,85004,39,0,0,307,361,0,2210,1,0,16347,Fri,Nov,45
226,76.73043478,05/11/2020,85004,23,0,0,154,144,0,1584,1,0,11450,Thu,Nov,45
227,78.15333333,04/11/2020,85004,18,0,0,130,120,0,1606,1,0,9756,Wed,Nov,45
228,77.87272727,03/11/2020,85004,22,0,0,107,151,0,1699,1,0,8312,Tue,Nov,44
229,75.29210526,02/11/2020,85004,38,0,0,139,169,0,1830,1,0,8226,Mon,Nov,44
230,80.43470588,01/11/2020,85004,17,0,0,114,132,0,1597,1,0,8049,Sun,Nov,44
231,79.9,31/10/2020,85004,15,0,0,86,115,0,1476,1,0,7465,Sat,Oct,44
232,79.508125,30/10/2020,85004,32,0,0,122,166,0,1628,1,0,8008,Fri,Oct,44
233,79.25387097,29/10/2020,85004,31,0,0,141,153,0,1790,1,0,9480,Thu,Oct,44
234,79.25173913,28/10/2020,85004,23,0,0,100,162,0,1789,1,0,9235,Wed,Oct,44
235,76.98181818,27/10/2020,85004,33,0,0,111,227,0,2140,1,0,10606,Tue,Oct,43
236,76.7,26/10/2020,85004,24,0,0,122,139,0,2193,1,0,10581,Mon,Oct,43
237,76.7,25/10/2020,85004,27,0,0,117,156,0,2074,1,0,10054,Sun,Oct,43
238,76.7,24/10/2020,85004,29,0,0,115,175,0,2066,1,0,10653,Sat,Oct,43
239,75.77307692,23/10/2020,85004,26,0,0,103,252,0,2193,1,0,10568,Fri,Oct,43
240,77.23142857,22/10/2020,85004,35,0,0,126,166,0,2274,1,0,10440,Thu,Oct,43
241,78.26875,21/10/2020,85004,32,0,0,149,170,0,2651,1,0,12716,Wed,Oct,43
242,77.04302326,20/10/2020,85004,43,0,0,146,197,0,2850,1,0,12845,Tue,Oct,42
243,81.36214286,19/10/2020,85004,28,0,0,116,231,0,2730,1,0,12616,Mon,Oct,42
244,79.13369565,18/10/2020,85004,46,0,0,180,254,0,2981,1,0,14526,Sun,Oct,42
245,80.20266667,17/10/2020,85004,30,0,0,141,179,0,2496,1,0,12117,Sat,Oct,42
246,77.06,16/10/2020,85004,35,0,0,165,192,0,2577,1,0,12585,Fri,Oct,42
247,75.81315789,15/10/2020,85004,38,0,0,199,237,0,2874,1,0,14934,Thu,Oct,42
248,74.99787234,14/10/2020,85004,94,0,0,475,687,0,5498,1,0,27706,Wed,Oct,42
249,77.46875,13/10/2020,85004,32,0,0,154,206,0,2426,1,0,12900,Tue,Oct,41
250,77.37931034,12/10/2020,85004,29,0,0,130,185,0,2380,1,0,12447,Mon,Oct,41
251,81.01217391,11/10/2020,85004,23,0,0,145,191,0,2366,1,0,14100,Sun,Oct,41
252,77.6503125,10/10/2020,85004,32,0,0,195,228,0,3127,1,0,19788,Sat,Oct,41
253,75.31380952,09/10/2020,85004,63,0,0,311,572,0,7036,1,0,39378,Fri,Oct,41
254,76.85229358,08/10/2020,85004,109,0,0,286,1060,0,14337,1,0,55615,Thu,Oct,41
255,76.85691358,07/10/2020,85004,81,0,0,342,818,0,10689,1,0,45800,Wed,Oct,41
256,75.39057971,06/10/2020,85004,138,0,0,589,1176,0,10525,1,0,47122,Tue,Oct,40
257,71.15609756,05/10/2020,85004,82,0,0,479,528,0,4310,1,0,25842,Mon,Oct,40
258,74.27333333,04/10/2020,85004,30,0,0,164,179,0,2044,1,0,12944,Sun,Oct,40
259,74.6284375,03/10/2020,85004,32,0,0,159,192,0,2141,1,0,12675,Sat,Oct,40
260,73.65470588,02/10/2020,85004,34,0,0,158,242,0,2264,1,0,11755,Fri,Oct,40
261,73.19302326,01/10/2020,85004,43,0,0,214,366,0,2804,1,0,13592,Thu,Oct,40
262,69.82248,30/09/2020,85004,125,0,0,431,1053,0,5311,1,0,23123,Wed,Sep,40
